valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo
0.371,2011,0.00847,['Grouplove'],0.56,218013,0.936,0,0GO8y8jQk1PkHzS31d699N,0,3,0.161,-5.835,1,Tongue Tied,82,02/09/2011,0.0439,112.96
0.965,2011,0.145,['Foster The People'],0.733,239600,0.71,0,7w87IxuO7BDcJ3YUqCyMTT,0.115,5,0.0956,-5.849,0,Pumped Up Kicks,84,23/05/2011,0.0292,127.975
0.216,2011,0.0531,['J. Cole'],0.831,235320,0.427,1,2wAJTrFhCnQyNSD3oUgTZO,0,2,0.307,-6.903,1,Work Out,79,27/09/2011,0.106,93.004
0.285,2011,0.892,['Adele'],0.559,285040,0.33,0,4kflIGfjdZJW4ot2ioixTB,0,9,0.0975,-8.251,1,Someone Like You,79,19/01/2011,0.0285,135.109
0.854,2011,0.498,['Justin Bieber'],0.657,182947,0.56,0,7xapw9Oy21WpfEcib2ErSA,0,6,0.0794,-9.049,0,Mistletoe,81,01/01/2011,0.0467,161.993
0.72,2011,0.591,"['Gotye', 'Kimbra']",0.864,244973,0.495,0,4wCmqSrbyCgxEXROQE6vtV,0.000133,0,0.0992,-7.036,1,Somebody That I Used To Know,75,01/01/2011,0.037,129.062
0.161,2011,0.309,['Christina Perri'],0.421,285120,0.407,0,6lanRgr6wXibZr8KgzXxBl,0.000961,10,0.11,-7.445,1,A Thousand Years,81,18/10/2011,0.0267,139.028
0.796,2011,0.0319,"['Gym Class Heroes', 'Adam Levine']",0.646,210960,0.795,0,0qOnSQQF0yzuPWsXrQ9paz,0,9,0.267,-3.293,1,Stereo Hearts (feat. Adam Levine),80,11/11/2011,0.0976,89.99
0.32,2011,0.0161,['M83'],0.526,241440,0.712,0,1eyzqe2QqGZUmfcPZtrIyt,0,11,0.179,-6.525,0,Midnight City,73,2011,0.0356,105.009
0.274,2011,0.386,['Coyote Theory'],0.278,242013,0.662,0,3sgf2a905hjZ81tXYytY6i,1.14E-05,9,0.134,-6.075,1,This Side of Paradise,79,21/06/2011,0.0295,181.683
0.775,2011,0.127,"['JAY-Z', 'Kanye West']",0.789,219333,0.858,1,4Li2WHPkuyCdtmokzW2007,0,1,0.349,-5.542,1,Ni**as In Paris,79,08/08/2011,0.311,140.022
0.927,2011,0.1,['Eric Church'],0.692,263387,0.809,0,05ZACkzW8YbRq3eFgIfSNB,9.77E-05,2,0.185,-5.935,1,Springsteen,73,01/01/2011,0.0255,104.023
0.814,2011,0.0764,['Hot Chelle Rae'],0.686,200467,0.783,0,2i0AUcEnsDm3dsqLrFWUCq,0,4,0.163,-4.977,1,Tonight Tonight,75,25/11/2011,0.119,99.978
0.312,2011,0.646,['Drake'],0.492,347227,0.26,1,047fCsbO4NdmwCBn8pcUXl,0.00178,9,0.0705,-17.341,0,Marvins Room,74,15/11/2011,0.0921,111.519
0.39,2011,0.000107,"['Drake', 'Lil Wayne']",0.766,181573,0.442,1,4Kz4RdRCceaA9VgTqBhBfa,6.12E-05,1,0.111,-8.558,1,The Motto,73,15/11/2011,0.356,201.8
0.3,2011,0.268,['Hunter Hayes'],0.421,228840,0.476,0,0p1BcEcYVO3uk4KDf3gzkY,0,0,0.0816,-7.692,1,Wanted,70,2011,0.0298,169.784
0.65,2011,0.0189,['Lupe Fiasco'],0.591,239613,0.889,1,4NTWZqvfQTlOMitlVn6tew,0,7,0.155,-3.839,1,The Show Goes On,73,04/03/2011,0.115,143.067
0.604,2011,0.000707,"['Lil Wayne', 'Cory Gunz']",0.365,248587,0.751,1,0z5ZPs57J2KERwM1tBM2GF,0,2,0.318,-5.429,1,6 Foot 7 Foot,70,01/01/2011,0.304,79.119
0.466,2011,0.00382,['Adele'],0.61,241693,0.683,0,3CKCZ9pfwAfoMZlMncA1Nc,1.79E-06,2,0.125,-3.879,0,Set Fire to the Rain,76,19/01/2011,0.0253,108.003
0.425,2011,0.365,['Drake'],0.636,235987,0.566,1,6LxSe8YmdPxy095Ux6znaQ,0.000353,6,0.0917,-7.16,0,Headlines,73,15/11/2011,0.106,151.894
0.946,2011,0.00635,['Eric Church'],0.626,191307,0.913,0,1cktZnxiONH0hR6Q3DKy8h,0,0,0.293,-4.452,1,Drink In My Hand,71,01/01/2011,0.0318,113.044
0.531,2011,0.0525,"['Snoop Dogg', 'Wiz Khalifa', 'Bruno Mars']",0.715,207333,0.655,1,5HQVUIKwCEXpe7JIHyY734,0,0,0.115,-6.425,1,"Young, Wild & Free (feat. Bruno Mars)",78,11/10/2011,0.137,95.078
0.225,2011,0.0343,['Young the Giant'],0.534,249520,0.721,0,1UqhkbzB1kuFwt2iy4h29Q,6.24E-06,11,0.115,-7.307,0,Cough Syrup,72,2011,0.0417,128.978
0.809,2011,0.208,['Jake Owen'],0.6,167427,0.808,0,3ts6xK5GzfMAAriT9AIBmP,0,4,0.196,-4.679,1,Barefoot Blue Jean Night,70,26/08/2011,0.0403,172.016
0.522,2011,0.131,['Adele'],0.729,228293,0.756,0,1CkvWZme3pRgbzaxZnTl5X,0,8,0.0527,-5.119,1,Rolling in the Deep,75,19/01/2011,0.0294,104.945
0.751,2011,0.135,['Nicki Minaj'],0.747,210627,0.716,1,1oHNvJVbFkexQc0BpQp7Y4,0,11,0.251,-2.457,0,Starships,71,01/01/2011,0.075,125.008
0.345,2011,0.611,"['Wale', 'Miguel']",0.512,213253,0.598,1,3MAgQuClHcAV8E9CbeBS6f,0,9,0.0881,-4.959,0,Lotus Flower Bomb (feat. Miguel),70,28/10/2011,0.115,70.189
0.529,2011,0.192,"['Pitbull', 'Ne-Yo', 'Afrojack', 'Nayer']",0.671,252307,0.939,0,4QNpBfC0zvjKqPJcyqBy9W,0,8,0.298,-3.206,1,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer)",79,17/06/2011,0.161,129.023
0.816,2011,0.0469,['Andy Grammer'],0.674,189933,0.778,0,4Jz4bjXeiF2SXVj9P4YfY5,0,0,0.145,-5.367,1,Keep Your Head Up,72,14/06/2011,0.0376,90.01
0.212,2011,0.0509,['Coldplay'],0.449,278719,0.585,0,6nek1Nin9q48AVZcWs9e9D,8.75E-05,5,0.0833,-6.761,1,Paradise,80,24/10/2011,0.0268,139.631
0.243,2011,0.452,['AWOLNATION'],0.825,259102,0.435,0,5xhQChGGhKLWqBqX4XhtYE,0.609,1,0.0953,-9.582,1,Sail,76,2011,0.0568,119.038
0.311,2011,0.0594,['Childish Gambino'],0.506,192947,0.745,1,799f6Ih1Pu4AUApMyXhxUc,0,8,0.341,-6.044,1,Bonfire,72,15/11/2011,0.331,161.808
0.719,2011,0.27,['Cody Johnson'],0.546,196907,0.838,0,24Nt4OalWDICkEKVy81X6k,1.24E-05,7,0.0841,-3.51,1,Diamond In My Pocket,69,31/10/2011,0.0319,151.914
0.671,2011,0.0293,['Luke Bryan'],0.645,225560,0.904,0,0yD66650JxhqKbW76C2qCo,0,2,0.0834,-4.532,1,Country Girl (Shake It For Me),70,09/08/2011,0.0462,105.97
0.169,2011,0.952,['Birdy'],0.379,201080,0.29,0,4RL77hMWUq35NYnPLXBpih,0.00106,4,0.118,-8.485,1,Skinny Love,76,04/11/2011,0.051,166.467
0.476,2011,0.337,['Bruno Mars'],0.576,257720,0.835,0,0RUGuh2uSNFJpGMSsD1F5C,0,2,0.082,-6.826,1,It Will Rain,67,04/11/2011,0.0486,150.017
0.538,2011,0.0339,"['Chris Brown', 'Lil Wayne', 'Busta Rhymes']",0.767,222587,0.677,1,3hsmbFKT5Cujb5GQjqEU39,5.51E-06,11,0.144,-6.128,0,Look At Me Now (feat. Lil' Wayne & Busta Rhymes),72,22/03/2011,0.184,146.155
0.272,2011,0.296,['Aaron Lewis'],0.595,283347,0.667,0,77A7dWpSxVoauUbJn83Oj3,0,6,0.109,-6.442,1,Country Boy (feat. George Jones & Charlie Daniels),68,01/03/2011,0.034,121.949
0.37,2011,0.0584,['Frank Ocean'],0.762,302347,0.508,1,4osgfFTICMkcGbbigdsa53,0.00126,3,0.16,-9.112,1,Novacane,71,01/01/2011,0.0919,93.51
0.299,2011,0.0267,"['Drake', 'Rihanna']",0.629,277387,0.515,1,124NFj84ppZ5pAxTuVQYCQ,1.22E-05,0,0.0888,-10.358,0,Take Care,73,15/11/2011,0.265,121.845
0.364,2011,0.255,['Gavin DeGraw'],0.63,218520,0.894,0,6j7hih15xG2cdYwIJnQXsq,0,10,0.181,-4.592,1,Not Over You,71,16/09/2011,0.0544,142.051
0.457,2011,0.256,"['Tyler, The Creator', 'Frank Ocean']",0.351,253387,0.622,1,4y4KG66qCAN2TTevOAEjHy,3.44E-05,8,0.613,-6.495,0,She,67,09/05/2011,0.235,83.375
0.582,2011,0.33,['Kendrick Lamar'],0.609,215509,0.799,1,2Fw5S2gaOSZzdN5dFoC2dj,0,9,0.108,-6.883,1,A.D.H.D,71,02/07/2011,0.24,157.74
0.272,2011,0.000177,['Lil Wayne'],0.644,240307,0.661,0,4aX4Oycsk1fhHIee1zqsDe,5.14E-06,11,0.108,-6.093,1,How To Love,67,01/01/2011,0.0418,154.001
0.257,2011,0.000415,['Eli Young Band'],0.366,200707,0.651,0,1nVLAEzhBXMJLR5zAl90Nl,0.00526,4,0.271,-3.842,1,Crazy Girl,67,01/01/2011,0.031,151.343
0.644,2011,0.0149,['Falling In Reverse'],0.548,218787,0.855,0,1mB7dCUM7sPyNab6R43nlj,0,3,0.127,-3.266,1,The Drug In Me Is You,71,26/07/2011,0.151,145.133
0.359,2011,0.123,"['Drake', 'Lil Wayne']",0.444,206627,0.627,1,0m1KYWlT6LhFRBDVq9UNx4,0,7,0.0795,-8.744,0,HYFR (Hell Ya Fucking Right),69,15/11/2011,0.252,98.21
0.877,2011,0.00472,['Avril Lavigne'],0.578,220707,0.926,0,2z4U9d5OAA4YLNXoCgioxo,0.0127,6,0.14,-3.689,0,What the Hell,74,08/03/2011,0.0548,149.976
0.652,2011,0.0849,['Beyoncé'],0.652,267413,0.748,0,1z6WtY7X4HQJvzxC4UgkSf,0,0,0.604,-5.242,1,Love On Top,75,24/06/2011,0.0887,94.1
0.6,2011,0.025,"['Rihanna', 'Calvin Harris']",0.734,215227,0.766,0,6qn9YLKt13AGvpq9jfO8py,0.00138,1,0.108,-4.485,1,We Found Love,75,18/11/2011,0.0383,127.986
0.684,2011,0.046,['Kelly Clarkson'],0.562,221947,0.939,0,6D60klaHqbCl9ySc8VcRss,0,0,0.112,-4.282,1,Stronger (What Doesn't Kill You),66,24/10/2011,0.0475,116.044
0.538,2011,0.0646,['Wiz Khalifa'],0.684,217667,0.834,1,5A6OHHy73AR5tLxgTc98zz,0,2,0.271,-4.524,0,Black and Yellow,75,29/03/2011,0.0675,164.02
0.744,2011,0.0843,['Selena Gomez & The Scene'],0.682,195613,0.927,0,3TcL0dyCMyr0kyTTc4NLgI,0,4,0.149,-2.915,1,Who Says,75,01/01/2011,0.0479,101.019
0.0886,2011,0.726,['Christina Perri'],0.349,246587,0.348,0,0HZhYMZOcUzZKSFwPOti6m,0,3,0.12,-6.142,1,Jar of Hearts,74,10/05/2011,0.0316,74.541
0.301,2011,0.0678,"['David Guetta', 'Sia']",0.604,245040,0.788,0,0lHAMNU8RGiIObScrsRgmP,0.153,0,0.127,-3.673,0,Titanium (feat. Sia),67,26/08/2011,0.103,126.06
0.407,2011,0.669,['Ed Sheeran'],0.642,258373,0.289,0,1VdZ0vKfR5jneCmWIUAMxK,0,9,0.18,-9.918,1,The A Team,77,09/09/2011,0.0367,84.996
0.468,2011,0.897,['Eartha Kitt'],0.704,206507,0.103,0,1vZKP9XURuqMp1SpXGnoyb,0,5,0.192,-15.056,0,Santa Baby,69,15/03/2011,0.0607,84.475
0.0754,2011,0.221,['M83'],0.437,343253,0.229,0,3rTnGUeDrnZV22DvRuUuXr,0.0599,2,0.0935,-10.514,1,Wait,67,2011,0.0308,147.911
0.699,2011,0.865,['Michael Bublé'],0.647,119787,0.465,0,6tjituizSxwSmBB5vtgHZE,0,7,0.0882,-8.308,1,Holly Jolly Christmas,68,14/10/2011,0.0428,151.251
0.363,2011,0.908,['Michael Bublé'],0.339,206640,0.214,0,0lLdorYw7lVrJydTINhWdI,7.47E-06,4,0.341,-11.714,1,It's Beginning to Look a Lot like Christmas,68,14/10/2011,0.0375,94.775
0.922,2011,0.0761,['Selena Gomez & The Scene'],0.858,188453,0.678,0,0laYHRpNTS6i8FXdupHkJ4,0,1,0.0741,-3.87,0,Love You Like A Love Song,76,01/01/2011,0.0469,117.009
0.147,2011,0.943,['Bon Iver'],0.375,336613,0.304,0,4fbvXwMTXPWaFyaMWUm9CR,0.303,1,0.126,-14.52,1,Holocene,70,21/06/2011,0.0302,147.989
0.359,2011,0.0189,"['LMFAO', 'Lauren Bennett', 'GoonRock']",0.75,262173,0.727,0,0IkKz2J93C94Ei4BvDop7P,0,5,0.266,-4.21,0,Party Rock Anthem,68,01/01/2011,0.142,129.993
0.294,2011,0.227,"['Drake', 'The Weeknd']",0.418,208813,0.546,1,0V4l4GQhgnWQGtCWpvA7va,0,0,0.229,-9.057,0,Crew Love,70,15/11/2011,0.238,160.152
0.123,2011,0.841,['Drake'],0.397,265120,0.172,1,4eSGSqP2TZvvX0kadZZttM,6.78E-05,6,0.108,-15.698,0,Doing It Wrong,69,15/11/2011,0.0445,101.275
0.918,2011,0.183,['Rodney Atkins'],0.581,209427,0.856,0,7B6m8tHAYZsOKOKMU5SR2n,0,3,0.0871,-4,1,Take A Back Road,67,04/10/2011,0.0783,169.902
0.494,2011,0.00327,['Lady Gaga'],0.587,260253,0.828,0,6r2BECwMgEoRb5yLfp0Hca,0,11,0.331,-5.108,1,Born This Way,67,01/01/2011,0.161,123.907
0.748,2011,0.278,['Miranda Lambert'],0.768,177773,0.809,0,2mXsZsJBThTaJXbNcg5QD4,0,4,0.139,-4.204,0,Mama's Broken Heart,66,01/11/2011,0.0616,111.989
0.81,2011,0.00522,['Mindless Self Indulgence'],0.683,104880,0.814,0,1kTZ1aERsOBTrihsDdGFNn,0.0131,5,0.33,-5.17,0,Molly,69,26/04/2011,0.251,159.96
0.38,2011,0.432,['Whiskey Myers'],0.605,220187,0.53,0,6P7kZB7hSJFyaYJcu3cYQJ,0,7,0.095,-6.566,1,Ballad Of A Southern Man,65,26/04/2011,0.0261,73.986
0.574,2011,0.000159,['Eli Young Band'],0.495,220520,0.527,0,0Nu9WA8kEbBWEsay2s8Q0U,0.0163,0,0.1,-4.742,1,Even If It Breaks Your Heart,66,01/01/2011,0.0351,208.067
0.402,2011,0.00549,['The Cab'],0.546,221387,0.837,0,49rpdsNYJirTTf6p6mMvag,0,2,0.387,-5.13,1,Angel With A Shotgun,66,2011,0.0519,124.007
0.76,2011,0.00496,['Beyoncé'],0.733,236093,0.899,0,1uXbwHHfgsXcUKfSZw5ZJ0,4.72E-05,0,0.372,-4.237,1,Run the World (Girls),74,24/06/2011,0.143,127.086
0.543,2011,0.00481,['Blake Shelton'],0.483,229533,0.844,0,0w9LJae3sVlZlH2CnxTInF,7.29E-05,2,0.405,-5.043,1,God Gave Me You,65,11/07/2011,0.0314,151.977
0.345,2011,0.0165,['Jason Derulo'],0.668,192200,0.718,0,4fINc8dnfcz7AdhFYVA4i7,0,1,0.104,-4.736,0,It Girl,74,16/09/2011,0.0605,91.993
0.19,2011,0.707,['The Head and the Heart'],0.501,284000,0.177,0,7d1GPc45c9wtmYxNSwLXTy,3.17E-05,0,0.0762,-9.795,1,Rivers and Roads,66,11/01/2011,0.0345,131.183
0.748,2011,0.0191,"['Cobra Starship', 'Sabi']",0.668,215693,0.857,0,16Of7eeW44kt0a1M0nitHM,6.71E-06,7,0.0385,-2.944,0,You Make Me Feel... (feat. Sabi),69,29/08/2011,0.0535,131.959
0.438,2011,0.0536,"['DJ Khaled', 'Drake', 'Rick Ross', 'Lil Wayne']",0.413,296147,0.807,1,608a1wIsSd5KzMEqm1O7w3,0,11,0.631,-3.499,0,I'm On One,68,01/01/2011,0.318,149.33
0.457,2011,0.0277,['Naomi Scott'],0.518,186453,0.861,0,4DTrKnvkHtwQN6kBu4XXIF,1.42E-06,11,0.249,-4.002,1,She's So Gone,69,01/01/2011,0.0673,141.986
0.182,2011,0.64,['Ed Sheeran'],0.589,280853,0.227,0,0Tel1fmuCxEFV6wBLXsEdk,0.00469,2,0.0248,-16.67,1,Kiss Me,73,09/09/2011,0.0498,74.993
0.355,2011,0.00268,"['Drake', 'Nicki Minaj']",0.684,219893,0.486,1,7yfg0Eer6UZZt5tZ1XdsWz,0.000148,1,0.157,-10.155,1,Make Me Proud,67,15/11/2011,0.132,131.913
0.297,2011,0.143,['Beyoncé'],0.545,253747,0.649,0,3lBRNqXjPp2j3JMTCXDTNO,1.57E-05,6,0.0894,-4.062,1,Best Thing I Never Had,73,24/06/2011,0.0324,99.099
0.141,2011,0.934,['Michael Bublé'],0.282,264827,0.101,0,0tXPhc8LvM4dPvoRwI66XQ,5.05E-05,7,0.159,-14.657,1,I'll Be Home for Christmas,65,14/10/2011,0.0315,83.13
0.435,2011,0.138,['Whiskey Myers'],0.548,346333,0.539,0,7G59EUBvMPfIy1FTuobrqj,1.83E-05,4,0.164,-6.67,0,Broken Window Serenade,64,26/04/2011,0.0247,74.956
0.349,2011,0.56,['Chris Young'],0.441,220173,0.644,0,1qjl8UJtWTHrk4SFpwftSN,0,11,0.109,-5.774,1,Tomorrow,65,11/07/2011,0.0363,141.733
0.785,2011,0.287,['Toby Keith'],0.535,223387,0.56,0,4YKAOXyqkKZ5gOZR0AmVMN,0,4,0.209,-6.586,1,Red Solo Cup,66,21/10/2011,0.0901,164.17
0.723,2011,0.00167,['Blake Shelton'],0.481,210720,0.849,0,0gY2iq0xJPRoIB1PScKSw4,1.49E-06,4,0.121,-5.131,1,Honey Bee,64,11/07/2011,0.0385,205.57
0.607,2011,0.00417,['The Black Keys'],0.356,193653,0.872,0,5G1sTBGbZT5o4PNRc75RKI,0.00975,2,0.0997,-7.837,1,Lonely Boy,72,06/12/2011,0.068,166.3
0.21,2011,0.952,['Adele'],0.305,250133,0.452,0,5O6yk6U8L3rTbFsIwuqe8H,1.68E-05,0,0.129,-6.077,0,Turning Tables,67,19/01/2011,0.0293,79.83
0.878,2011,0.00877,['Andy Grammer'],0.583,172893,0.791,0,4wTChU0tU44TAMC0xcQizi,0,11,0.0451,-4.087,1,Fine By Me,66,14/06/2011,0.0318,89.993
0.558,2011,0.0539,['Hunter Hayes'],0.562,236865,0.878,0,4FkgULes13bk2eHrsJg4q9,0,8,0.112,-4.806,1,I Want Crazy - Encore,64,2011,0.0387,103.029
0.451,2011,0.00152,['Sleeping With Sirens'],0.397,250240,0.975,0,3ouugfdFz6exFXUxu7wRvD,0,2,0.118,-3.532,0,If You Can't Hang,67,10/05/2011,0.365,192.021
0.375,2011,0.0275,['Luke Bryan'],0.616,219973,0.728,0,0cV4xwUA4ue2deqq4CZFko,0,9,0.228,-4.02,0,I Don't Want This Night To End,65,09/08/2011,0.0278,111.934
0.569,2011,0.23,['Demi Lovato'],0.651,205347,0.695,0,3sP3c86WFjOzHHnbhhZcLA,0,6,0.144,-3.218,1,Give Your Heart a Break,71,01/01/2011,0.0487,123.008
0.771,2011,0.137,['Tally Hall'],0.392,176627,0.702,0,3xpdefOloYCBXd3UR6MVyM,0,6,0.109,-6.509,1,Turn the Lights Off,66,21/06/2011,0.0848,188.606
0.338,2011,0.0388,['Bad Meets Evil'],0.615,249560,0.871,1,2c5Isyd07hWsl7AQia2Dig,0,1,0.246,-3.804,1,Fast Lane,71,01/01/2011,0.281,119.149
0.297,2011,0.624,['The Oh Hellos'],0.557,256007,0.299,0,2c62Xf5Po1YSa1N6LOjPHy,0.0308,0,0.0914,-10.634,1,Hello My Old Heart,67,01/12/2011,0.0266,90.081
0.613,2011,0.039,['Thompson Square'],0.485,184920,0.701,0,2TAcwD5KcV9uY3O1tLGV15,0,8,0.0977,-3.807,1,Are You Gonna Kiss Me Or Not,64,08/02/2011,0.0288,151.948
0.557,2011,0.246,"['JAY-Z', 'Kanye West', 'Frank Ocean', 'The-Dream']",0.654,272507,0.75,1,3Osd3Yf8K73aj4ySn6LrvK,0.0178,8,0.167,-7.509,0,No Church In The Wild,70,08/08/2011,0.105,92.78
0.589,2011,0.139,"['J. Cole', 'Trey Songz']",0.768,225960,0.62,0,3mTpegrOwRn0oJjv4TSbEE,0,2,0.521,-7.399,1,Can't Get Enough,66,27/09/2011,0.0658,132.035
0.551,2011,0.0897,"['Snoop Dogg', 'Wiz Khalifa', 'Bruno Mars']",0.553,207347,0.652,0,6YbhspuOar1D9WSSnfe7ds,0,0,0.111,-6.685,1,"Young, Wild & Free (feat. Bruno Mars)",65,12/12/2011,0.206,94.505
0.0837,2011,0.000402,"['Lil Wayne', 'Drake']",0.364,305840,0.841,1,3FFcZZq3Z3EJrhUecwcMdG,0,8,0.242,-4.831,1,She Will,63,01/01/2011,0.119,100.14
0.565,2011,0.00772,['The Black Keys'],0.505,224333,0.833,0,5lN1EH25gdiqT1SFALMAq1,7.90E-05,0,0.069,-4.632,1,Gold on the Ceiling,69,06/12/2011,0.0475,130.121
0.11,2011,0.694,['Ed Sheeran'],0.526,526387,0.328,0,0SuG9kyzGRpDqrCWtgD6Lq,0,1,0.112,-9.864,1,Give Me Love,74,09/09/2011,0.0461,116.068
0.663,2011,0.00841,"['Victorious Cast', 'Victoria Justice']",0.623,193547,0.869,0,116kG9vvdUtoprjYtToONt,0,5,0.0771,-3.376,1,Beggin' On Your Knees (feat. Victoria Justice),66,01/08/2011,0.0481,130.013
0.177,2011,0.0555,['Drake'],0.566,224720,0.465,1,6Z01gUquJsjJC67uNWm6P0,0,2,0.567,-11.714,1,Shot For Me,65,15/11/2011,0.235,143.015
0.217,2011,0.0324,"['Chris Brown', 'Tyga', 'Kevin McCall']",0.692,276560,0.736,1,6wN4nT2qy3MQc098yL3Eu9,0,1,0.0787,-5.109,1,Deuces (feat. Tyga & Kevin McCall),69,22/03/2011,0.11,73.987
0.0794,2011,0.000362,['Panic! At The Disco'],0.436,226680,0.893,0,5rLi8B8qgk6qThwRnKHW2P,0,9,0.103,-4.18,0,The Ballad of Mona Lisa,68,18/03/2011,0.0556,124.113
0.288,2011,0.282,['Sara Evans'],0.536,301987,0.65,0,5FIp4LrsffxiHLhmmpCbCx,1.16E-06,2,0.0876,-5.603,1,A Little Bit Stronger,64,07/03/2011,0.0337,147.93
0.397,2011,0.0869,"['Dr. Dre', 'Eminem', 'Skylar Grey']",0.594,283733,0.946,1,70ATm56tH7OrQ1zurYssz0,0,3,0.306,-4.521,1,I Need A Doctor,71,01/02/2011,0.452,155.826
0.224,2011,0.45,['Ben Howard'],0.401,328507,0.364,0,3CAX47TnPqTujLIQTw8nwI,0.0503,5,0.162,-10.836,1,Old Pine,70,01/01/2011,0.033,129.57
0.292,2011,0.00373,['Childish Gambino'],0.8,269840,0.545,1,3WWAvWDBQANpJeNbvVbjMg,0.000507,1,0.0445,-7.002,0,Heartbeat,67,15/11/2011,0.126,119.965
0.444,2011,0.0848,"['Jennifer Lopez', 'Pitbull']",0.758,230907,0.686,0,0Oe49j06Bjrxs8PltuVeaW,0.00127,11,0.142,-6.346,1,On The Floor - Radio Edit,75,01/01/2011,0.0792,130.007
0.221,2011,0.0104,['Florence + The Machine'],0.527,277720,0.804,0,4lY95OMGb9WxP6IYut64ir,0,10,0.105,-4.168,1,Shake It Out,63,01/01/2011,0.0358,107.486
0.169,2011,0.45,"['Justin Bieber', 'Usher']",0.533,215160,0.436,0,3eYnKe0LhQA1B5HEkQaRTP,0,9,0.102,-9.542,0,The Christmas Song (Chestnuts Roasting On An Open Fire),68,01/01/2011,0.0289,103.477
0.69,2011,0.0452,"['T-Pain', 'Chris Brown']",0.583,195987,0.712,0,2dYyMKEFQIRXzB6QYZWLIO,0,7,0.174,-6.618,1,Best Love Song (feat. Chris Brown),66,02/12/2011,0.054,159.901
0.648,2011,0.0124,"['Pitbull', 'Chris Brown']",0.669,227280,0.855,0,62zFEHfAYl5kdHYOivj4BC,0,0,0.335,-3.035,0,International Love (feat. Chris Brown),72,17/06/2011,0.0499,120.045
0.65,2011,0.0308,"['Hot Chelle Rae', 'New Boyz']",0.742,188200,0.784,0,6eFahAdQgABBj1XOM99cBG,0,1,0.354,-5.458,1,I Like It Like That (feat. New Boyz),65,25/11/2011,0.0552,101.002
0.738,2011,0.016,"['Tyler, The Creator']",0.712,249333,0.759,1,1zsAAnB6dMpGOvXjoYP9Um,0.0808,11,0.217,-5.397,1,Yonkers,62,09/05/2011,0.334,79.103
0.452,2011,0.216,['The Drums'],0.603,233655,0.918,0,0vAb3U3NJhiuib2B7sJdeJ,0.146,4,0.287,-6.652,0,Money,62,06/09/2011,0.0641,102.473
0.234,2011,0.0114,['Kirko Bangz'],0.451,232160,0.632,1,3m8CQnnfJJp4eQMWWl3zay,0,8,0.198,-7.98,0,Drank in My Cup,63,16/09/2011,0.297,132.89
0.614,2011,0.00122,['Theory of a Deadman'],0.58,219360,0.877,1,6kp8F9FpHXzjga2MeRDSG8,0,1,0.322,-4.193,0,Bitch Came Back,64,08/07/2011,0.0395,129.968
0.557,2011,0.637,['Adele'],0.618,221427,0.753,0,76N7FdzCI9OsiUnzJVLY2m,0,7,0.0905,-5.05,0,Rumour Has It,66,19/01/2011,0.0451,120.041
0.643,2011,0.0011,['Young the Giant'],0.488,244400,0.909,0,1KDYN3odJHnj9pqGHN3FVs,1.02E-05,10,0.456,-6.591,1,My Body,64,2011,0.0929,129.774
0.0723,2011,0.11,['M83'],0.194,151827,0.376,0,1Fwj0wThn3kTg8D7KgWdsU,0.386,4,0.593,-11.356,1,My Tears Are Becoming A Sea,63,2011,0.0463,48.637
0.144,2011,0.352,"['Bad Meets Evil', 'Bruno Mars']",0.676,303813,0.695,1,5zpDHEU12zATwLGvozxPw2,0,0,0.119,-8.327,1,Lighters,69,01/01/2011,0.245,90.268
0.512,2011,0.2,['Cali Swag District'],0.846,237480,0.438,1,61LtVmmkGr8P9I2tSPvdpf,9.43E-05,11,0.0939,-4.981,1,Teach Me How to Dougie,68,12/07/2011,0.141,85.013
0.479,2011,0.764,"['J. Cole', 'Drake']",0.44,234387,0.671,0,4OkiWfrZKmmVoILXk8JEtl,0,3,0.212,-10.598,0,In The Morning,65,27/09/2011,0.477,83.078
0.671,2011,0.0293,['Luke Bryan'],0.645,225560,0.904,0,6aNy9Afzm7Fi6ysMskocBf,0,2,0.0834,-4.532,1,Country Girl (Shake It For Me),65,01/01/2011,0.0462,105.97
0.425,2011,0.0893,['Bag Raiders'],0.636,235813,0.72,0,0UeYCHOETPfai02uskjJ3x,0.0178,11,0.0868,-6.195,1,Shooting Stars,71,01/01/2011,0.0432,124.944
0.555,2011,0.0306,"['David Guetta', 'Flo Rida', 'Nicki Minaj']",0.664,210093,0.872,1,63rbP24OzfaQCJjsHWZXnY,0,3,0.228,-3.117,1,Where Them Girls At (feat. Nicki Minaj & Flo Rida),62,26/08/2011,0.0396,129.873
0.769,2011,0.109,['Wiz Khalifa'],0.653,191320,0.711,1,2kzRSiyignH8yzPTrWvyPo,0,9,0.443,-6.454,1,No Sleep,66,29/03/2011,0.0623,160.048
0.375,2011,0.00222,['Lil Wayne'],0.721,312960,0.738,1,6v2eEC9Nr9POe5xPUm8361,0,2,0.224,-5.682,1,Blunt Blowin,62,01/01/2011,0.0649,135.988
0.576,2011,0.0145,"['Skrillex', 'Sirah']",0.716,215253,0.972,1,6VRhkROS2SZHGlp0pxndbJ,3.22E-05,7,0.317,-2.302,1,Bangarang (feat. Sirah),72,27/12/2011,0.196,110.026
