valence,year,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,name,popularity,release_date,speechiness,tempo
0.447,2013,0.307,"['Wale', 'Rihanna']",0.807,238827,0.702,1,5yhKaacMZGRo4s6evJx9vk,0,6,0.111,-6.594,0,Bad (feat. Rihanna) - Remix,62,25/06/2013,0.0748,114.038
0.0663,2013,0.0191,"['Ace Hood', 'Future', 'Rick Ross']",0.6,269267,0.592,1,0uFvvXbmGIXlf5ZgtHyYpf,0,1,0.0955,-4.947,1,Bugatti,64,01/01/2013,0.0545,130.205
0.71,2013,0.101,['Foxygen'],0.467,201707,0.645,0,51XZD1FCrWyU3dDWJH4nzb,0.00524,1,0.144,-7.614,0,Shuggie,63,22/01/2013,0.0364,127.947
0.292,2013,0.637,['Echosmith'],0.646,220627,0.431,0,3WKg25vrbjJlkhsgl2W4p3,6.99E-06,6,0.113,-8.517,1,Bright,63,04/10/2013,0.0262,90.034
0.532,2013,0.921,['Gregory Alan Isakov'],0.553,198640,0.429,0,7iQmjnDXYngWGsbjVnDc1U,0.135,3,0.115,-12.51,1,Amsterdam,64,09/07/2013,0.0283,152.047
0.261,2013,0.00182,['Five Finger Death Punch'],0.469,247388,0.958,0,2SgQsZIWs0UC01ibNOBu7q,0.00118,4,0.107,-3.382,0,House of the Rising Sun,60,19/11/2013,0.0849,76.959
0.34,2013,0.0215,"[""The Mowgli's""]",0.307,173093,0.847,0,5RRWirYSE08FPKD6Mx4v0V,0,11,0.0783,-4.215,1,San Francisco,59,01/01/2013,0.0551,93.072
0.404,2013,0.0156,['Lorde'],0.758,198907,0.546,1,4ivBdCI1s9f6yDWFUvBtZo,0.000194,0,0.237,-8.597,1,Tennis Court,66,01/01/2013,0.0635,90.019
0.512,2013,0.00891,['Twenty One Pilots'],0.446,308388,0.76,0,773xZHHSHJvC1z3AAtWgH6,0.000108,7,0.232,-3.608,1,Ode to Sleep,64,08/01/2013,0.0453,150.033
0.518,2013,0.00694,['Twenty One Pilots'],0.684,273336,0.858,0,4RdRa3qq0GBSKjomxrkh5K,0.000167,1,0.0828,-4.266,1,Guns for Hands,65,08/01/2013,0.0342,129.963
0.684,2013,0.536,['Josh Gad'],0.5,110987,0.342,0,7bG6SQBGZthPDG5QJL5Gf7,0,7,0.59,-9.536,1,"In Summer - From ""Frozen""/Soundtrack Version",62,01/01/2013,0.175,77.124
0.353,2013,0.00273,['Katy Perry'],0.432,228879,0.725,0,009ImBOrIUlWgla8U05RAC,0,7,0.208,-4.862,1,Unconditionally,70,01/01/2013,0.0431,128.902
0.363,2013,0.046,['Gary Allan'],0.525,225640,0.693,0,6s3dgEQgen7G85NtYUTEbD,9.55E-06,0,0.247,-6.972,1,Every Storm (Runs Out Of Rain),60,2013,0.0327,107.012
0.308,2013,0.455,"['Jhené Aiko', 'Kendrick Lamar']",0.347,382760,0.493,1,5nkUIVKqOqdpB6ApKgEMkv,0.00366,8,0.127,-11.548,0,Stay Ready (What A Life),62,01/01/2013,0.29,82.887
0.41,2013,0.000539,['Fall Out Boy'],0.562,244960,0.964,0,7jwDuO7UZvWs77KNj9HbvF,1.57E-06,4,0.579,-2.991,0,The Phoenix,69,01/01/2013,0.072,138.063
0.324,2013,0.00359,['Twenty One Pilots'],0.584,267387,0.833,0,1yf97yL1ll8FYXC27c9VTw,3.44E-05,6,0.169,-5.9,1,Trees,65,08/01/2013,0.041,140.013
0.775,2013,0.351,"['A$AP Rocky', 'Kendrick Lamar', 'Joey Bada$$', 'Yelawolf', 'Danny Brown', 'Action Bronson', 'Big K.R.I.T.']",0.489,372173,0.878,1,1eLU27PPFxBhbp1CBjPh9J,0,2,0.698,-3.36,1,"1Train (feat. Kendrick Lamar, Joey Bada$$, Yelawolf, Danny Brown, Action Bronson & Big K.R.I.T.)",64,2013,0.368,81.497
0.463,2013,0.153,['Tyler Farr'],0.487,216040,0.667,0,4lcXNTm9JrQpJYXqsENmFI,0,7,0.161,-4.216,0,Redneck Crazy,60,27/09/2013,0.0309,145.854
0.967,2013,0.0557,"['Tyler, The Creator']",0.742,166347,0.93,1,60b6B2ULC85t4Y5IjZvP7A,0.00025,11,0.272,-7.207,1,Tamale,63,01/04/2013,0.0977,129.986
0.899,2013,0.0435,['MAGIC!'],0.743,224773,0.807,0,3tCwjWLicbjsMCvXhN0WOE,0,1,0.309,-3.78,1,Rude,68,11/10/2013,0.0364,144.062
0.137,2013,0.859,['The Story So Far'],0.387,181029,0.352,0,0nMOZnZA4GnipZXswSmCS6,0,8,0.135,-6.864,1,Clairvoyant,61,18/06/2013,0.027,86.168
0.0614,2013,0.597,['Lorde'],0.575,155587,0.571,0,3S1tTwSKIZgf4QGltFyCxM,0.000159,11,0.108,-9.291,0,Everybody Wants To Rule The World - From “The Hunger Games: Catching Fire” Soundtrack,65,01/01/2013,0.101,110.993
0.359,2013,0.165,['Kanye West'],0.506,256093,0.59,1,4cAgkb0ifwn0FSHGXnr4F6,1.09E-05,1,0.096,-4.322,1,New Slaves,63,18/06/2013,0.076,141.099
0.131,2013,0.695,['Tom Odell'],0.445,244360,0.537,1,7otCGmgp9h4CsR2LhwB6gt,1.60E-05,4,0.0941,-8.532,0,Another Love,58,17/09/2013,0.04,122.764
0.481,2013,0.056,['Generationals'],0.688,226933,0.771,0,4ZFHITy0bAeZ3oFfvR0HaI,0.000106,1,0.0561,-4.463,1,Put a Light On,61,2013,0.0291,100.01
0.0384,2013,0.902,"['Ralph Vaughan Williams', 'Tasmin Little', 'BBC Philharmonic', 'Andrew Davis']",0.0811,935360,0.0122,0,2kAgCRZPG3YQR2VMqRvLmb,0.308,4,0.0648,-32.654,0,The Lark Ascending,66,2013,0.0511,74.554
0.674,2013,0.0839,"['Daft Punk', 'Pharrell Williams']",0.832,353893,0.659,0,5CMjjywI0eZMixPeqNd75R,0.00114,10,0.0753,-7.828,0,Lose Yourself to Dance (feat. Pharrell Williams),70,17/05/2013,0.057,100.163
0.449,2013,0.218,['Ariana Grande'],0.692,339733,0.608,0,2ofOe2OaXFpZF5ETbsc7Qu,0,8,0.348,-5.233,0,Honeymoon Avenue,59,01/01/2013,0.041,125.012
0.383,2013,0.0029,['Daughtry'],0.555,266960,0.682,0,4AU7z13HYmPMetlWbq1mys,0,0,0.0662,-5.711,1,Waiting for Superman,62,15/11/2013,0.0269,105.987
0.366,2013,0.193,['Keith Urban'],0.538,256747,0.664,0,5vCgOg9VqRaAUbnflCO6P3,0,1,0.0918,-6.318,1,Cop Car,60,01/01/2013,0.0392,154.033
0.335,2013,0.824,"['Ariana Grande', 'Nathan Sykes']",0.323,327773,0.327,0,63bo7NDoWdMFXufhsYOxwG,0,2,0.101,-7.494,1,Almost Is Never Enough,60,01/01/2013,0.0411,81.329
0.294,2013,0.000244,['Bring Me The Horizon'],0.399,230091,0.963,0,0ShUX5LYFHltP8T7PxRhRm,5.16E-06,2,0.279,-3.28,0,Sleepwalking,61,02/04/2013,0.122,148.892
0.819,2013,0.085,"['Lil Wayne', 'Detail']",0.844,221000,0.592,1,2DLsQuwxEdXt2yp54vw355,0,5,0.0817,-5.486,1,No Worries,58,01/01/2013,0.199,128.033
0.385,2013,0.000328,['Escape the Fate'],0.525,199950,0.964,0,77tR4iQgyQTAnhhuPik3ZP,5.50E-06,5,0.0527,-3.451,0,One For the Money,64,14/05/2013,0.0571,90.013
0.44,2013,0.88,['Rufus Wainwright'],0.367,251587,0.156,0,2u6fRGcaBhpI4uNBHpGv0b,0,9,0.0972,-10.052,0,Hallelujah,65,01/01/2013,0.0314,73.138
0.352,2013,0.267,['STRFKR'],0.676,241413,0.641,0,0PldjOTKRt45S9MrLnlwVM,0.262,9,0.119,-7.923,1,Kahlil Gibran,60,12/02/2013,0.0296,84.97
0.475,2013,0.0106,['Skillet'],0.445,225280,0.953,0,2jfk3m8nq5IvB35s2xIs1O,0,5,0.281,-2.463,0,Not Gonna Die,66,21/06/2013,0.0704,172.063
0.905,2013,0.278,"['Earl Sweatshirt', 'Frank Ocean']",0.716,205800,0.568,1,0fAehaneUJdlSlWXYe1KZp,1.98E-06,2,0.385,-8.904,1,Sunday (feat. Frank Ocean),62,16/08/2013,0.212,136.894
0.338,2013,0.0324,['CHVRCHES'],0.46,191294,0.686,1,2pE0CMK1fE3mfU0eEOHhKw,4.45E-06,1,0.126,-6.43,1,The Mother We Share,59,20/09/2013,0.0301,173.829
0.89,2013,0.0836,['Zhané'],0.865,255027,0.645,0,7tklytz84iS8vnUJrBRSVj,0.00117,2,0.109,-6.939,1,Hey Mr. D.J. - Original Mix - Edit,58,21/06/2013,0.071,101.313
0.739,2013,0.659,['Marc Anthony'],0.574,280453,0.802,0,47TyfLrGhYHHyyQWk64d0M,5.07E-06,7,0.0765,-3.976,1,Flor Pálida,71,23/07/2013,0.0316,93.537
0.581,2013,0.0566,['Brett Eldredge'],0.537,181210,0.693,0,3Qe097eJNp9MfpT2PieEw0,0,9,0.146,-5.256,1,Don't Ya,59,06/08/2013,0.0847,176.004
0.307,2013,0.564,['Ben Rector'],0.592,254027,0.304,0,7wF4asYZw8cAHEljYd2Wid,0,8,0.107,-9.833,1,Forever Like That,60,20/08/2013,0.0298,114.72
0.425,2013,0.0437,['Twenty One Pilots'],0.798,229000,0.318,0,68NsOuum1AegLDhOIr2ADL,0,10,0.158,-6.849,0,The Run and Go,64,08/01/2013,0.0431,92.49
0.437,2013,0.0038,['Eminem'],0.459,272417,0.899,1,3stOygN0I7CIvkEB2LJGbv,0,2,0.126,-2.978,1,Survival,66,05/11/2013,0.21,176.384
0.147,2013,0.173,"['Drake', 'Sampha']",0.681,261853,0.569,1,6UgxOrbHWJeqHvh0ost7Aa,0,6,0.18,-5.859,1,Too Much,59,01/01/2013,0.546,140.532
0.733,2013,0.0767,['Demi Lovato'],0.631,233173,0.819,0,34MJ07N9Bhu6iKPaxSVnCT,0,9,0.1,-4.24,1,Neon Lights,65,01/01/2013,0.122,125.928
0.224,2013,0.129,['John Legend'],0.456,252653,0.342,0,55nlbqqFVnSsArIeYSQlqx,0,11,0.124,-8.162,0,You & I (Nobody in the World),65,30/08/2013,0.0283,84.087
0.547,2013,0.00614,['Cage The Elephant'],0.543,222813,0.946,0,5r5Lj2MkgwQJz6TaBdL865,1.49E-05,2,0.106,-0.734,1,Spiderhead,59,08/10/2013,0.0454,117.962
0.47,2013,0.0983,['Chris Young'],0.466,191573,0.702,0,4u7KjVIQPdzGCcAwg4W5Kl,1.29E-05,0,0.242,-4.308,1,Who I Am With You,59,16/09/2013,0.032,150.309
0.821,2013,0.362,['BONES'],0.853,140251,0.726,1,00RaykzZO1vFk3eSSxHYHV,0.000329,3,0.11,-7.414,0,Dirt,64,08/08/2013,0.0728,136.073
0.475,2013,0.228,['J. Cole'],0.774,254453,0.729,1,0hW72l6tZgSY7Od2OUVDIC,0,2,0.257,-7.806,1,Land Of The Snakes,61,18/06/2013,0.293,104.009
0.725,2013,0.266,"['Tyler, The Creator']",0.442,213320,0.6,1,5AnVuHLmgipXkFmBvj2Q6H,0,2,0.31,-9.087,1,Colossus,61,01/04/2013,0.357,82.462
0.274,2013,0.026,['Luke Bryan'],0.602,259080,0.79,0,5r00wpsojd4mBYaQFDvni7,7.43E-05,8,0.162,-4.46,1,Roller Coaster,59,01/01/2013,0.0355,108.008
0.488,2013,0.0107,['Parmalee'],0.434,201347,0.75,0,7JKUEuxOW5NNieEjoW59sH,0,10,0.106,-3.53,1,Carolina,58,10/12/2013,0.0293,159.824
0.768,2013,0.271,['BTS'],0.582,231883,0.726,0,1HQHuPpr2s2z3VIBTLtUmv,0,0,0.227,-4.174,0,Like,68,12/06/2013,0.116,100.45
0.781,2013,0.0263,"['Ross Lynch', 'Jason Evigan', 'Grace Phipps']",0.585,195733,0.911,0,5e3UWcbvTaF5CJWu81MqlQ,0,11,0.112,-4.623,1,"Cruisin' for a Bruisin' - From ""Teen Beach Movie""",65,01/01/2013,0.119,163.933
0.247,2013,0.606,['Lorde'],0.733,246755,0.62,0,51QEyJI5M7uyd8DOh9tqQY,0.305,1,0.117,-10.525,1,Buzzcut Season,63,27/09/2013,0.075,111.039
0.567,2013,0.0271,['Fall Out Boy'],0.558,186827,0.924,0,2E43WFS4rRc09za2r2GmZl,3.32E-06,9,0.537,-4.341,0,My Songs Know What You Did In The Dark (Light Em Up),71,01/01/2013,0.064,151.99
0.354,2013,0.0981,['Little Mix'],0.641,236013,0.732,0,1iupzLgX4O0Qosb4yDpYoz,0,2,0.285,-5.325,1,Salute,68,11/11/2013,0.0509,82.027
0.727,2013,0.248,['Twenty One Pilots'],0.84,231320,0.608,0,3MLtopC0uho28PxZN7Zecy,1.25E-06,6,0.0874,-6.176,1,Fake You Out,63,08/01/2013,0.0458,115.012
0.0253,2013,0.132,['White Noise Sound Garden'],0.0803,704688,0.000598,0,0W0a0NRRKU6UqHNyZewmX2,0.653,8,0.11,-29.066,1,Real Fan Noise (White Noise),61,10/01/2013,0.0708,85.273
0.677,2013,0.494,['Kevin Gates'],0.464,188600,0.9,1,0gZWRn79KMIpNnfBN2Ifco,0,2,0.206,-3.512,1,Paper Chasers,58,09/04/2013,0.349,141.271
0.451,2013,0.0467,['Joyce Manor'],0.41,184307,0.892,0,6baeAT0jVAxvnLn8rIN50X,0,11,0.246,-4.289,1,Constant Headache,59,14/05/2013,0.124,99.016
0.314,2013,0.41,['Ariana Grande'],0.536,194707,0.521,0,5yxghrFKJbU7pcaUFEv1Sg,0,7,0.142,-4.128,1,Tattooed Heart,59,01/01/2013,0.0274,72.06
0.588,2013,0.00189,['New Politics'],0.603,163627,0.952,0,573latfTMO7SpGtStVrQx5,0.000445,6,0.317,-3.699,1,Harlem,59,17/05/2013,0.0947,133.97
0.612,2013,0.0124,['BTS'],0.436,221593,0.869,0,4frlkLwlnm58ejpNwWjxyl,1.60E-06,2,0.494,-5.174,1,No More Dream,69,12/06/2013,0.472,167.766
0.389,2013,0.806,"['Kristen Bell', 'Idina Menzel']",0.362,149640,0.338,0,65GjU6KDPzF5IO143vvTgn,0,9,0.3,-9.321,1,"For the First Time in Forever (Reprise) - From ""Frozen""/Soundtrack Version",61,01/01/2013,0.0393,93.999
0.395,2013,0.0997,['Empire of the Sun'],0.524,204591,0.885,0,5WBnKCEsPwsvWHUZmLjS3s,0,5,0.0708,-3.079,1,Alive,62,01/01/2013,0.037,119.954
0.811,2013,0.0647,['The Front Bottoms'],0.395,230051,0.921,0,6BFVrGUZUO1EXxKIdGrlYB,3.47E-05,4,0.307,-6.041,1,Lone Star,58,21/05/2013,0.0622,148.513
0.536,2013,0.0113,['Atlas Genius'],0.721,217387,0.822,0,0wDEiGfq4pw7FAkYKpkwMo,7.01E-05,7,0.0898,-4.843,1,Trojans,60,18/02/2013,0.0391,140.002
0.42,2013,0.929,['Villagers'],0.579,219093,0.415,0,0TQ8ZHFhrbH9I0WRjIzOCQ,0.0018,7,0.671,-11.599,1,Nothing Arrived - Live from Spotify London,67,18/02/2013,0.0397,102.713
0.145,2013,0.0874,['All Sons & Daughters'],0.39,290413,0.457,0,4PYOh644yKjYyvyVUHqcof,8.90E-06,9,0.123,-7.915,1,Great Are You Lord - Live,61,21/04/2013,0.0327,143.977
0.439,2013,0.000554,['Avenged Sevenfold'],0.614,369293,0.914,0,2NImo2MajNai4CLk35wMut,1.16E-05,7,0.0371,-5.59,0,This Means War,63,23/08/2013,0.0324,90
0.898,2013,0.00395,['The 1975'],0.662,254620,0.911,1,2zyz614fJRrqQXW1q0sY1c,0.00125,11,0.473,-4.985,1,Girls,58,2013,0.0531,108.025
0.402,2013,0.00112,"['will.i.am', 'Justin Bieber']",0.797,279507,0.608,0,01TuObJVd7owWchVRuQbQw,7.66E-05,6,0.0748,-6.096,0,#thatPOWER,68,01/01/2013,0.0584,127.999
0.314,2013,0.726,['José González'],0.714,266907,0.306,0,0ZNYGrmcehorhh9JOeg5Iv,0.168,6,0.0924,-12.111,1,Stay Alive,68,01/01/2013,0.0388,129.984
0.877,2013,0.0508,['Inner Wave'],0.503,170000,0.824,1,01w1oN1WO5aOThHnLBN8eS,0,1,0.102,-4.779,0,American Spirits,60,07/10/2013,0.0285,158.073
0.428,2013,0.257,['Ariana Grande'],0.631,206373,0.533,0,6Uc4EHr3ktYmLfLDY7LifJ,0,1,0.351,-5.965,1,Snow In California,64,01/01/2013,0.0518,135.002
0.652,2013,0.0158,['Billy Currington'],0.548,200533,0.673,0,4CcrLWFQY4dRGMbUR59cSp,0,1,0.0794,-5.29,1,Hey Girl,58,01/01/2013,0.0268,81.947
0.447,2013,0.0627,"['Flame', 'NF']",0.704,196013,0.756,0,57AlxjJrWpWg0vF7eGksir,0,9,0.114,-3.922,0,Start Over (feat. NF),61,01/10/2013,0.14,136.024
0.763,2013,0.15,['John Mayer'],0.719,253493,0.665,0,0QTCTu0CXv4X1JEE4gNpGv,0.00092,8,0.144,-8.589,1,Wildfire,62,20/08/2013,0.0331,96.999
0.84,2013,0.0963,['Twenty One Pilots'],0.718,229120,0.714,0,1pKmfhwbZvsyYUP2eOGdw5,0,0,0.141,-5.699,1,Screen,63,08/01/2013,0.0622,149.949
0.336,2013,0.0326,['Chris Young'],0.657,217413,0.674,0,2j79NtwxoWDmkiH4MGwdLq,1.88E-05,1,0.0947,-5.273,1,Lonely Eyes,58,16/09/2013,0.0319,106.005
0.323,2013,0.184,['Joe Nichols'],0.531,206947,0.893,0,1rGLPyb4LMojT4wpxiZTp8,1.01E-06,0,0.101,-4.422,1,Sunny and 75,58,08/10/2013,0.055,120.045
0.428,2013,0.0126,['Lorde'],0.764,198907,0.567,1,74fpNVAJrKGQuqHETi4WSt,9.51E-05,0,0.257,-8.585,1,Tennis Court,62,27/09/2013,0.0609,89.988
0.782,2013,0.204,"['Earl Sweatshirt', 'Vince Staples', 'Casey Veggies']",0.619,277240,0.742,1,6JKoTnberZoBgUuxa6l4Kh,0,1,0.166,-6.995,1,Hive (feat. Vince Staples & Casey Veggies),60,16/08/2013,0.496,144.602
0.339,2013,0.253,['George Strait'],0.577,251333,0.649,0,19PJ75UGKjpBo0muDNyxPW,5.03E-06,7,0.0798,-7.031,1,Give It All We Got Tonight,58,01/01/2013,0.027,130.313
0.151,2013,9.68E-05,"['Five Finger Death Punch', 'Rob Halford']",0.521,246209,0.985,1,3EO0js63QHQQPqJt1TgBLQ,0,4,0.209,-4.165,1,Lift Me Up,58,30/07/2013,0.141,75.013
0.247,2013,0.606,['Lorde'],0.733,246755,0.62,0,3ShTaJBCOclymogQNzPde7,0.305,1,0.117,-10.525,1,Buzzcut Season,63,01/01/2013,0.075,111.039
0.242,2013,0.882,['Tori Kelly'],0.416,199584,0.233,0,4X8jImpljCdt2eDge8OzoQ,0,3,0.0934,-10.988,1,Paper Hearts,67,01/01/2013,0.0347,68.853
0.603,2013,0.000158,['Pop Evil'],0.546,217876,0.95,0,3bmYpOfK6nLgr4GAtujhB8,0.00645,2,0.21,-3.805,0,Trenches,59,14/05/2013,0.0552,100.003
0.128,2013,0.0715,"['Tyler, The Creator', 'Frank Ocean', 'Laetitia Sadier']",0.443,438493,0.576,1,04QTBqa3IA4ZAKEuqRPzEH,0.0193,1,0.41,-8.696,0,"PartyIsntOver/Campfire/Bimmer (feat. Frank Ocean, feat. Laetitia Sadier, feat. Laetitia Sadier & Frank Ocean)",60,01/04/2013,0.2,151.835
0.312,2013,0.0128,['Pop Evil'],0.616,196258,0.664,0,0FwiglGo6kL0xLOt114SSh,8.94E-06,0,0.115,-5.66,1,Torn to Pieces,58,14/05/2013,0.0293,122.077
0.183,2013,0.000241,['Bring Me The Horizon'],0.45,242978,0.986,0,0z4sFQ2yzLbjzSsNC5qAkD,0.0018,6,0.158,-2.932,1,Shadow Moses,60,02/04/2013,0.281,143.036
0.977,2013,0.452,['Banda MS de Sergio Lizárraga'],0.836,153493,0.575,0,6GTX6TGcHEWHoxHXPSVbJ2,2.29E-05,8,0.0585,-6.109,1,Hermosa Experiencia,66,01/10/2013,0.0441,112.509
0.897,2013,0.00136,['Queens of the Stone Age'],0.516,235587,0.781,0,7oXRMDUzBPekkLRTJhSGvC,0.000735,8,0.11,-4.004,0,I Sat By The Ocean,66,03/06/2013,0.0364,116.793
0.186,2013,0.873,['James Blake'],0.533,223600,0.251,0,2IqjKEBiz0CdLKdkXhxw84,0.104,7,0.134,-11.283,0,Retrograde,66,08/04/2013,0.0372,77.503
0.321,2013,0.146,['Blake Shelton'],0.572,239507,0.529,0,1zvQt99d5oTkEQLmSoO1yu,0,0,0.335,-6.897,1,Mine Would Be You,58,26/03/2013,0.0282,139.876
0.96,2013,0.287,"['Voz De Mando', 'Escolta De Guerra', 'Jorge Santacruz']",0.788,211707,0.785,0,6bRkTmvWjUr6aCXrKGIaG5,0,2,0.259,-4.539,1,La Hummer Y El Camaro,63,01/01/2013,0.0519,127.946
0.52,2013,0.00174,['Tegan and Sara'],0.588,209280,0.751,0,4dTVgHZFPlaq9nPbLVVLSG,6.57E-05,0,0.353,-7.588,1,Closer,60,2013,0.0328,136.979
0.292,2013,0.103,['One Direction'],0.54,241000,0.711,0,3yhVmOZSpZqnhRrEiYI0EJ,0,7,0.0827,-5.717,1,Don't Forget Where You Belong,67,25/11/2013,0.0255,92.014
0.284,2013,0.156,"['Mac Miller', 'Action Bronson']",0.537,367931,0.686,1,237B0GS3Y8VwGGD9bGl1vG,0,5,0.158,-6.734,0,Red Dot Music,59,18/06/2013,0.459,148.757
0.586,2013,0.288,['bo en'],0.646,152250,0.671,0,2pxftVTI1ACfpvcryvebxd,0.0024,2,0.118,-8.499,0,Every Day,62,06/09/2013,0.0497,91.507
0.409,2013,0.025,['One Direction'],0.489,157293,0.867,0,3jZomvOBa5qfTo5HkqI1p5,0,4,0.586,-3.121,0,One Way or Another (Teenage Kicks),69,17/02/2013,0.071,162.131
0.239,2013,0.482,['The Wood Brothers'],0.535,201000,0.425,0,2eEj2cIxdU4wm47z7UBMIC,0.000335,0,0.0842,-8.392,1,The Muse,58,2013,0.0292,64.712
0.843,2013,0.0879,['Katy Perry'],0.719,215042,0.674,0,2xLOMHjkOK8nzxJ4r6yOKR,3.75E-06,11,0.112,-5.122,1,Birthday,65,18/10/2013,0.0681,125.98
0.342,2013,0.994,['Twenty One Pilots'],0.537,142547,0.0231,0,6BEKt5axiNeWCr9huv0k7I,0.0471,7,0.146,-14.407,1,Truce,63,08/01/2013,0.0475,120.322
0.498,2013,0.409,['J. Valentine'],0.777,201143,0.454,0,6tZmrNnFao9ofNviYqJwOH,0,1,0.616,-10.39,1,"UP! (feat. Chris Brown, Pleasure P) (R&B Remix Mix)",62,29/01/2013,0.131,96.922
0.294,2013,0.00591,['Pretty Lights'],0.465,260571,0.714,0,4n6z0yh2ZpoGh0RNyGVu52,0.624,11,0.16,-6.611,0,One Day They'll Know (ODESZA Remix),57,10/12/2013,0.0317,140.026
0.369,2013,0.000956,['Yellow Claw'],0.829,211777,0.695,0,1ivuWgxFQb2xzxVNSlB1hF,0.178,1,0.112,-5.561,1,DJ Turn It Up,66,15/10/2013,0.0473,102.018
0.294,2013,0.285,['Lorde'],0.689,210738,0.377,0,0SK9wxN40P6jlcMfTSAe0V,0,1,0.268,-8.761,1,Glory And Gore,62,01/01/2013,0.0397,143.946
0.78,2013,0.0559,['Michael Bublé'],0.532,199267,0.795,0,0mvkwaZMP2gAy2ApQLtZRv,0,1,0.295,-3.979,1,It's a Beautiful Day,68,11/04/2013,0.0358,143.837
0.73,2013,0.451,"['Lea Salonga', 'Beth Fowler', 'Marni Nixon', 'Chorus - Mulan']",0.462,181160,0.399,0,0zFkfMlTT13NMtK9FAscYp,0,7,0.389,-12.374,1,"Honor To Us All - From ""Mulan""/Soundtrack",57,01/01/2013,0.0635,167.961
0.204,2013,0.651,['Shakey Graves'],0.597,291596,0.549,0,1Yxbxg5R6dQcYmOdjvlXP0,1.47E-05,1,0.0991,-10.253,1,Roll The Bones - Audiotree Live Version,60,2013,0.0586,122.801
0.274,2013,0.0171,"['JAY-Z', 'Rick Ross']",0.611,243413,0.464,1,3PBC860LAeS4utDAqlqIe2,0.214,10,0.0794,-8.068,0,F*ckwithmeyouknowigotit,57,04/07/2013,0.294,127.766
0.414,2013,0.158,['Drake'],0.78,270187,0.799,1,48RN2EOOyG2Gs5Pyla7ZJj,0,9,0.209,-6.359,1,Worst Behavior,58,01/01/2013,0.15,109.944
0.591,2013,0.00637,['Joe Nichols'],0.404,231027,0.845,0,43lL05gZ1DqG4YJ74rCPmM,1.34E-05,11,0.357,-4.647,1,Yeah,58,08/10/2013,0.049,165.703
0.165,2013,0.115,['Brett Eldredge'],0.647,228907,0.586,0,5FVuERsYqtKKAaWe62NBnv,1.69E-06,0,0.121,-6.883,1,Mean to Me,57,06/08/2013,0.0313,87.994
0.106,2013,0.867,['The National'],0.523,245240,0.438,1,7rbCL7W893Zonbfnevku5s,0.0723,0,0.123,-11.49,0,I Need My Girl,65,27/05/2013,0.0356,126.028
0.472,2013,0.332,['George Strait'],0.602,272267,0.631,0,4Fpq4QkR06QRDkujBUk0JY,0,4,0.12,-7.371,1,I Got A Car,57,01/01/2013,0.033,138.389
0.271,2013,0.147,['Drake'],0.484,267373,0.78,1,7EdJ8z6IBotTjO50DfzzuV,0,9,0.0572,-5.264,0,Furthest Thing,57,01/01/2013,0.135,137.105
0.582,2013,0.255,['Blake Shelton'],0.576,215720,0.726,0,5yIiXdLRE85OBiQmCaUenq,0,11,0.108,-4.625,1,Sure Be Cool If You Did,58,26/03/2013,0.035,136.802
0.396,2013,0.188,['One Direction'],0.568,221733,0.691,0,1a0PcmEJAOEp4ZT3YtSLkM,0,9,0.0861,-5.225,1,Through the Dark,66,25/11/2013,0.0306,131.007
0.28,2013,0.76,['Bastille'],0.422,196347,0.321,0,6ZeQp2XTOiPCePWRfCHSo5,2.33E-06,5,0.429,-8.952,1,Oblivion,56,01/01/2013,0.0294,78.533
0.33,2013,0.949,['Erutan'],0.46,175630,0.132,0,2GHxtccGrufkQXi3QpQk9z,0.00878,0,0.0617,-17.582,0,Come Little Children,60,30/01/2013,0.0441,118.758
0.796,2013,0.146,['Rich Homie Quan'],0.846,261321,0.497,1,07sOl7WsmCaUqaJaRn9Dss,0,6,0.0733,-10.174,0,Type of Way,58,30/04/2013,0.419,134.875
0.287,2013,0.00886,['Ed Sheeran'],0.54,237147,0.557,0,3Th56VIq2sEaEmPPETu7p5,0.000182,11,0.307,-6.097,1,All of the Stars,57,2013,0.0259,75.035
0.29,2013,0.000361,"['A$AP Rocky', 'ScHoolboy Q']",0.705,234773,0.747,1,5oeKoJMi9g6GXEbtz1ta0f,0,1,0.311,-4.542,1,PMW (All I Really Need) (feat. ScHoolboy Q),61,2013,0.0483,129.972
0.287,2013,0.00415,"['Drake', 'Majid Jordan']",0.776,227880,0.413,0,6GCsFtfTR4R9Y0ECkFJhNr,2.68E-05,6,0.0724,-7.438,0,"Hold On, We're Going Home",56,01/01/2013,0.0952,100.003
0.599,2013,0.33,['Arctic Monkeys'],0.505,243132,0.698,0,5TTGoX70AFrTvuEtqHK37S,0.0887,0,0.0966,-5.563,1,No. 1 Party Anthem,67,09/09/2013,0.0297,115.013
0.868,2013,0.00945,['BTS'],0.754,225360,0.952,0,2Kspa0jD2MSkaEdonf4Cnb,6.27E-06,8,0.189,-5.11,0,We Are Bulletproof Pt.2,67,12/06/2013,0.153,144.051
0.626,2013,0.26,['Common Kings'],0.598,184013,0.687,0,6DoYk3QIvkDs60S1d01vbx,0,7,0.112,-9.021,1,Wade In Your Water,60,13/08/2013,0.0955,75.169
